"exercise_id","exercise_name","muscle_group","max_priority","risk_regions","movement_patterns","source_packages","suggested_contraindications","suggested_pain_limitation_tags","suggested_regressions","suggested_equivalent_substitutes","suggested_progressions","suggested_equipment","conflict_notes","reviewer_status","reviewer_name","reviewed_at","reviewer_notes","approval_decision_reason","ready_for_upsert"
"b09418bb-1aaf-49bf-90d1-7e3276065408","Agachamento Búlgaro Smith","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","","needs_review","","","","","false"
"7a8976b1-789e-4ea7-b499-8b81ece87d25","Agachamento Cálice","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","","needs_review","","","","","false"
"6950cec4-2d21-40e1-992c-0e0a11ba5d38","Agachamento Cálice Banco","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","","needs_review","","","","","false"
"6bc152db-68b2-4629-99bf-719ab3f060bd","Agachamento Front Squat","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","","needs_review","","","","","false"
"faa0a8a1-a84f-42f9-b234-8286d1c46912","Agachamento Frontal Com 2 Halteres","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","dumbbells","","needs_review","","","","","false"
"ba5cc0fa-5df4-41c9-8bf1-fce04648ec6f","Agachamento Hack","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","","needs_review","","","","","false"
"b62d4d38-20bb-4873-a61f-95f5b3dc0b92","Agachamento Hack Angular","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","","needs_review","","","","","false"
"59a8c0a7-e25a-4f86-aedc-232ee1622301","Agachamento no Banco Smith","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","","needs_review","","","","","false"
"ec82da9b-8652-4a1d-a570-8aafdda2c2c9","Agachamento Smith","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","","needs_review","","","","","false"
"9476d942-f358-4ea6-87ff-ae031adf98e1","Agachamento Sumô Belt Squat","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","barbell","","needs_review","","","","","false"
"df795cb5-06d1-49a9-848f-ac7b186ff807","Agachamento Sumô Halter","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","dumbbells","","needs_review","","","","","false"
"64b2b71e-49e4-4792-b63e-fd105879e0ac","Agachamento Sumô Landmine","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","barbell","","needs_review","","","","","false"
"be707dcf-d4cc-4788-8d23-551f5730e971","Flexão Aberta com Apoio do Joelho","peitoral","P2","knee; shoulder","empurrar_horizontal; joelho_dominante","risk_regions","","knee_pain; dynamic_valgus; shoulder_pain; scapular_control","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband; Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Leg Press 45; Leg Press Horizontal; Cadeira Extensora; Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; sem método avançado com dor; controle escapular","bodyweight","Multiplas regioes de risco: knee/shoulder","needs_review","","","","","false"
"672c0d1e-59af-46c1-b3ec-d3135a745b1b","Nórdico Reverso","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","bodyweight","","needs_review","","","","","false"
"0c28726e-c6d5-4df2-9056-a0f0f8499264","Passada Barra","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","barbell","","needs_review","","","","","false"
"4161c89d-9db9-473f-97ca-acf4ac83b968","Passada Halteres","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","dumbbells","","needs_review","","","","","false"
"b1c0882e-f674-473d-a6a4-5f8d1fea2b0f","Recuo Barra Livre","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","barbell","","needs_review","","","","","false"
"53c8b9d0-82ce-4d29-8573-7a337a1da03e","Recuo Halteres","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","dumbbells","","needs_review","","","","","false"
"76540c36-8b73-4400-931a-7b7afc7d9bdd","Recuo Halteres com Step na Frente","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","dumbbells","","needs_review","","","","","false"
"7b60f329-d660-474c-a47f-1780c9c6f03b","Recuo Smith","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","","needs_review","","","","","false"
"3b94a40d-82de-4b73-8758-d7b722a9e771","Recuo Smith com Step na Frente","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","","needs_review","","","","","false"
"50ec90c8-f48d-421b-a38b-23e79a131e18","Step Up Smith","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","","needs_review","","","","","false"
"e06fec69-cded-4629-b5dc-651402331d4c","Supersquat","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","","needs_review","","","","","false"
"5021e362-3f0e-44fa-aed1-c9e10a2392c0","Supersquat Invertido","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","","needs_review","","","","","false"
"2dbd7749-f70d-4021-b32c-79feb8e22e6e","Wall Ball Slide","quadríceps","P2","knee","joelho_dominante","risk_regions","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","bodyweight","","needs_review","","","","","false"
"49fbaae9-ff6f-468a-ad2b-c6c7ee357bfe","Nórdico","posterior de coxa","P2","low_back","quadril_dominante","risk_regions","","low_back_pain; trunk_lean","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","bodyweight","","needs_review","","","","","false"
"caee0c7f-7b3a-481b-84a0-77d930e8a1a5","Nórdico com Elástico","posterior de coxa","P2","low_back","quadril_dominante","risk_regions","","low_back_pain; trunk_lean","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","band","","needs_review","","","","","false"
"86749ad4-f622-4978-9c84-9ed335b13cff","Biset Cross Over + Supino Banco 90","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","cable","","needs_review","","","","","false"
"826d88a4-7f2f-45bd-927f-5e5cc5910626","Biset Cross Over + Supino Inclinado Banco 45","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","cable","","needs_review","","","","","false"
"63374ce3-a255-4e87-9c76-2e23cd15a4ec","Biset Cross Over + Supino Inclinado Neutro Banco 45","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","cable","","needs_review","","","","","false"
"90c13080-6ab3-4b9c-982f-984c50e224bc","Biset Crucifixo Inclinado + Supino Inclinado Halteres","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","dumbbells","","needs_review","","","","","false"
"f6b33aae-c260-4759-b01c-ce85a045b9ab","Biset Tríceps Testa + Supino Fechado Barra","tríceps","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","barbell","","needs_review","","","","","false"
"64ea4d35-daa5-4d8a-916f-cdd3784d29e2","Biset Tríceps Testa + Supino Fechado Halteres","tríceps","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","dumbbells","","needs_review","","","","","false"
"aa78feb2-704f-451a-9c40-f5ef29d2568d","Cross Over Inclinado Banco 45","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","cable","","needs_review","","","","","false"
"b5528218-4bd6-4f43-83a7-6be9663a6de1","Cross Over Medial","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","cable","","needs_review","","","","","false"
"8f5a324b-b573-4b6b-87f6-49461b8cdbce","Cross Over Medial Banco 90","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","cable","","needs_review","","","","","false"
"b551a0d4-326f-4b4c-b909-8af4929130b2","Cross Over Polia Alta","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","cable","","needs_review","","","","","false"
"b10456d7-2463-41ee-9087-f7cf42006a00","Cross Over Polia Alta 3 Porções","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","cable","","needs_review","","","","","false"
"ea93a5a1-a755-4c12-8b5e-33a4741a7593","Cross Over Supinado","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","cable","","needs_review","","","","","false"
"c2df4c00-a3c7-4ed2-9310-a58b1971fa6f","Crucifixo Inclinado Halteres","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","dumbbells","","needs_review","","","","","false"
"430e38a3-2815-45b1-af80-712184dd17c2","Crucifixo Reto Halteres","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","dumbbells","","needs_review","","","","","false"
"277c2674-93e2-4aac-aa67-1c8ee82d0c55","Flexão Aberta","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","bodyweight","","needs_review","","","","","false"
"22b81e41-787c-467f-9cdf-73a3c26da25e","Flexão Aberta Smith","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","machine","","needs_review","","","","","false"
"0a136fd6-d641-4e21-be1c-dfd2f614b8cc","Paralela Inclinada para Peitoral","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","","","needs_review","","","","","false"
"d5462d44-a75c-4178-8d7c-1df92850cfd2","Prancha Toque de Ombros Cruzado","abdômen","P2","shoulder","isolado_acessorio","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Progredir reps antes de carga; ROM indolor; controle escapular","bodyweight","","needs_review","","","","","false"
"aefecdad-cc83-4a92-94b7-6408a556b883","Rosca em Hiperextensão de Ombro Polia","bíceps","P2","shoulder","isolado_acessorio","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Progredir reps antes de carga; ROM indolor; controle escapular","cable","","needs_review","","","","","false"
"561114a6-a613-4936-a51e-eda2cf36508b","Supino Declinado Barra","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","barbell","","needs_review","","","","","false"
"5d0985d2-a31d-46ff-9897-d916d74beb06","Supino Declinado Máquina","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","machine","","needs_review","","","","","false"
"1173e1a7-fa43-4cd2-a1fd-811419b9e7d2","Supino Fechado Barra","tríceps","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","barbell","","needs_review","","","","","false"
"9160b4e1-9fbd-468c-b8e0-bc5868587078","Supino Fechado Halteres","tríceps","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","dumbbells","","needs_review","","","","","false"
"630de071-ce64-490d-9257-4e1e7260804f","Supino Fechado Smith","tríceps","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","machine","","needs_review","","","","","false"
"f1fed726-d7ce-4fec-9dcb-9f987df66ca8","Supino Inclinado Barra","peitoral","P2","shoulder","empurrar_horizontal","risk_regions","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","barbell","","needs_review","","","","","false"
