risk_region,exercise_id,exercise_name,muscle_group,inferred_pattern,risk_reason,suggested_contraindications,suggested_pain_limitation_tags,suggested_regressions,suggested_equivalent_substitutes,suggested_progressions,suggested_equipment,priority,reviewer_status,reviewer_notes
"joelho","d0c93be9-6ee3-420e-a34e-10ffe077d9f2","Agachamento Búlgaro com Step","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","e9d6bfd4-2980-45b9-beac-855bb6be8c0b","Agachamento Búlgaro Inclinado","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","b09418bb-1aaf-49bf-90d1-7e3276065408","Agachamento Búlgaro Smith","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","7a8976b1-789e-4ea7-b499-8b81ece87d25","Agachamento Cálice","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","6950cec4-2d21-40e1-992c-0e0a11ba5d38","Agachamento Cálice Banco","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","b1683ec5-c903-4406-a33d-0a03606ac7f5","Agachamento com Desenvolvimento Halteres","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","dumbbells","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","6bc152db-68b2-4629-99bf-719ab3f060bd","Agachamento Front Squat","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","faa0a8a1-a84f-42f9-b234-8286d1c46912","Agachamento Frontal Com 2 Halteres","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","dumbbells","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","ba5cc0fa-5df4-41c9-8bf1-fce04648ec6f","Agachamento Hack","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","b62d4d38-20bb-4873-a61f-95f5b3dc0b92","Agachamento Hack Angular","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","3e192862-ed2e-4063-b6f9-13b433844cf8","Agachamento Livre","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","acute_knee_pain; deep_loaded_knee_flexion","knee_pain; dynamic_valgus; deep_loaded_knee_flexion","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","bodyweight","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","f6f1683c-2e7c-4e75-b268-89803b22e6ac","Agachamento Livre com Banco","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","acute_knee_pain; deep_loaded_knee_flexion","knee_pain; dynamic_valgus; deep_loaded_knee_flexion","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","bodyweight","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","59a8c0a7-e25a-4f86-aedc-232ee1622301","Agachamento no Banco Smith","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","ec82da9b-8652-4a1d-a570-8aafdda2c2c9","Agachamento Smith","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","9476d942-f358-4ea6-87ff-ae031adf98e1","Agachamento Sumô Belt Squat","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","barbell","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","df795cb5-06d1-49a9-848f-ac7b186ff807","Agachamento Sumô Halter","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","dumbbells","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","64b2b71e-49e4-4792-b63e-fd105879e0ac","Agachamento Sumô Landmine","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","barbell","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","1c97bc1e-2dfe-4f83-b329-49ca21a8350a","Biset Extensora + Nórdico Reverso","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","bodyweight","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","619df5e8-b0fc-4229-ad64-b185e41903ee","Cadeira Extensora","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","81a10f69-c409-40f5-b41c-e50436b7ca50","Cadeira Extensora Unilateral","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","6b696ad3-5a7b-49e6-aacd-19de3a190056","Extensora com Alongamento Entre Séries","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","bodyweight","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","fc958ce0-b6b5-4a54-bd3d-74b8828a56e2","Extensora Completa + Parcial Embaixo","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","fdab544b-3538-4dda-8a80-c438556da597","Extensora Parcial + Completa Crescente","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","be707dcf-d4cc-4788-8d23-551f5730e971","Flexão Aberta com Apoio do Joelho","peitoral","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","bodyweight","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","afcab7c3-ba4f-4178-946f-eea2e6969e93","Leg Press 45","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","866f6e15-312c-49b5-972a-4caefaccf5da","Leg Press 45 Unilateral","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","f2210012-5c3a-4e03-b55b-2afee7bdacb0","Leg Press Deitado","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","f10d42bd-7127-4b92-9220-bea99cd5d1ee","Leg Press Horizontal","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","386edcd5-cc32-45d2-b065-db84adf8ada1","Leg Press Horizontal Unilateral","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","f85f0d88-fd73-474b-83ac-7b0c2b376ebf","Leg Press Unilateral Placas Separadas","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","672c0d1e-59af-46c1-b3ec-d3135a745b1b","Nórdico Reverso","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","bodyweight","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","0c28726e-c6d5-4df2-9056-a0f0f8499264","Passada Barra","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","barbell","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","4161c89d-9db9-473f-97ca-acf4ac83b968","Passada Halteres","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","dumbbells","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","fce5642a-088d-40e1-9779-0956e9ed0f99","Prancha Alta com Flexão de Quadril e Joelho na Bola","abdômen","core","Relevante a joelho (core)","","knee_pain","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","bodyweight","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","b1c0882e-f674-473d-a6a4-5f8d1fea2b0f","Recuo Barra Livre","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","barbell","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","53c8b9d0-82ce-4d29-8573-7a337a1da03e","Recuo Halteres","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","dumbbells","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","76540c36-8b73-4400-931a-7b7afc7d9bdd","Recuo Halteres com Step na Frente","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","dumbbells","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","7b60f329-d660-474c-a47f-1780c9c6f03b","Recuo Smith","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","3b94a40d-82de-4b73-8758-d7b722a9e771","Recuo Smith com Step na Frente","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","88194a44-bee6-4693-a1a6-73d5e80aaaff","Step Up Halteres","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","dumbbells","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","50ec90c8-f48d-421b-a38b-23e79a131e18","Step Up Smith","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","machine","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","e06fec69-cded-4629-b5dc-651402331d4c","Supersquat","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","5021e362-3f0e-44fa-aed1-c9e10a2392c0","Supersquat Invertido","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"joelho","2dbd7749-f70d-4021-b32c-79feb8e22e6e","Wall Ball Slide","quadríceps","joelho_dominante","Relevante a joelho (joelho_dominante)","","knee_pain; dynamic_valgus","Cadeira Extensora; Elevação Pélvica Máquina; Abdução de Quadril com Miniband","Leg Press 45; Leg Press Horizontal; Cadeira Extensora","Progredir reps antes de carga; ROM indolor; sem método avançado com dor","bodyweight","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","c6059bf6-c71f-414e-8cdb-60178f7d5405","Along. Dorsal e Quadrado Lombar Unilateral Espaldar","alongamento","isolado_acessorio","Relevante a lombar (isolado_acessorio)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","63cb2e5f-8892-48d1-b72c-943e3205cb82","Along. Pigeon com Quadrado Lombar","alongamento","isolado_acessorio","Relevante a lombar (isolado_acessorio)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","bodyweight","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","06edd293-b856-47c0-ae91-8e1cc523688f","Along. Posterior Bilateral em Pé","alongamento","isolado_acessorio","Relevante a lombar (isolado_acessorio)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","bodyweight","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","4d624a0c-e3a0-40e7-9d2a-4f1b72584c61","Along. Posterior Bilateral Solo","alongamento","isolado_acessorio","Relevante a lombar (isolado_acessorio)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","bodyweight","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","8f725656-bb0e-4ed0-9fbb-f0fecfaf6523","Along. Posterior Unilateral Estendido","alongamento","isolado_acessorio","Relevante a lombar (isolado_acessorio)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","bodyweight","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","c08df451-d8bb-4923-829b-3ddc21ead3b9","Along. Posterior Unilateral Flexionado","alongamento","isolado_acessorio","Relevante a lombar (isolado_acessorio)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","bodyweight","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
